Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
2,9,-1,447.1,287.19,9
2,10,-1,382.01,166.85,10
2,11,-1,450.94,131.59,11
2,12,-1,238,97.039,12
2,13,-1,207.02,114.43,13
2,14,-1,364.74,269.11,14
2,15,-1,243.55,238.25,15
2,16,-1,442.79,77.365,16
2,17,-1,352.45,182.15,17
2,18,-1,493.83,306.44,18
2,19,-1,335.72,331.67,19
2,20,-1,375.09,330.79,20
2,21,-1,494.91,331.32,21
2,22,-1,342.53,290.45,22
2,23,-1,431.11,264,23
2,24,-1,339.18,266.83,24
2,25,-1,343.93,133.79,25
2,26,-1,397.85,278.04,26
2,27,-1,410.5,161.8,27
2,28,-1,233.35,73.198,28
2,29,-1,365.76,113.55,29
2,30,-1,168.64,72.615,30
2,31,-1,169.35,275.59,31
2,32,-1,427.16,59.676,32
2,33,-1,272.09,128.75,33
2,34,-1,241.59,126.2,34
2,35,-1,192.44,182.12,35
2,36,-1,401.51,139.98,36
2,37,-1,393.41,389.5,37
2,38,-1,362.81,85.349,38
2,39,-1,491.32,273.94,39
2,40,-1,153.91,98.356,40
2,41,-1,396.97,106.05,41
2,42,-1,369.52,300.42,42
2,43,-1,455.81,58.468,43
2,44,-1,347.41,316.86,44
2,45,-1,469.54,291.44,45
2,46,-1,127.57,130.97,46
2,47,-1,213.51,87.782,47
2,48,-1,370.17,397.94,48
2,49,-1,214.68,141.01,49
2,50,-1,422.98,326.38,50
2,51,-1,428.1,151,51
2,52,-1,61.205,123.89,52
2,53,-1,193.74,222.1,53
2,54,-1,265.4,251.02,54
2,55,-1,267.33,276.82,55
2,56,-1,257.06,181.83,56
2,57,-1,261.46,216.14,57
2,58,-1,87.319,106.46,58
2,59,-1,355.37,57.984,59
2,60,-1,186.72,251.46,60
2,61,-1,241.91,156.07,61
2,62,-1,102.14,81.139,62
2,63,-1,102.55,133.81,63
2,64,-1,104.61,162.14,64
2,65,-1,358.92,374.29,65
2,66,-1,463.54,259.08,66
2,67,-1,214.13,264.68,67
2,68,-1,351,344.77,68
2,69,-1,383.05,360.85,69
2,70,-1,107.4,189.37,70
2,71,-1,449.84,100.96,71
2,72,-1,259.36,144.7,72
2,73,-1,243.47,199.64,73
2,74,-1,216.25,240.02,74
2,75,-1,193.05,284.05,75
2,76,-1,223.2,179.16,76
2,77,-1,228.03,215.92,77
2,78,-1,198.28,163.62,78
2,79,-1,77.636,186.95,79
2,80,-1,175.64,117.14,80
2,81,-1,166.77,166.03,82
2,82,-1,132.93,154.63,83
2,83,-1,160.64,136.78,84
2,84,-1,405.21,345.37,85
2,85,-1,382.66,90.966,86
2,86,-1,188.04,135.34,87
2,87,-1,206.74,199.03,88
2,88,-1,397.31,313.09,89
2,89,-1,79.74,157.62,90
2,90,-1,386.15,124.86,91
2,91,-1,464.07,81.017,92
2,92,-1,120.38,106.96,93
2,93,-1,177.92,197.98,94
2,94,-1,461.96,310.6,96
2,95,-1,425.3,120,98
2,96,-1,141.6,189.45,99
2,97,-1,158.2,227.98,100
2,98,-1,187.46,65.723,102
2,99,-1,371.01,183.01,103
3,1,-1,186.23,95.275,1
3,2,-1,371.34,141.35,2
3,3,-1,72.45,137.69,3
3,4,-1,354.34,157.49,4
3,5,-1,382.55,45.621,5
3,6,-1,421.92,89.226,6
3,7,-1,394.17,72.827,7
3,8,-1,422.79,297.25,8
3,9,-1,446.1,287.37,9
3,10,-1,381.29,167.18,10
3,11,-1,451.06,131.76,11
3,12,-1,237.24,97.681,12
3,13,-1,206.61,115.57,13
3,14,-1,364.46,269.16,14
3,15,-1,243.02,237.32,15
3,16,-1,442.65,78.578,16
3,17,-1,352.14,182.02,17
3,18,-1,493.19,306.43,18
3,19,-1,335.28,331.81,19
3,20,-1,374.34,331.07,20
3,21,-1,493.49,331.98,21
3,22,-1,341.19,290.64,22
3,23,-1,430.68,263.81,23
3,24,-1,339.01,266.72,24
3,25,-1,343.31,134.84,25
3,26,-1,396.98,278.13,26
3,27,-1,407.68,162.96,27
3,28,-1,232.19,73.084,28
3,29,-1,365.09,113.85,29
3,30,-1,169.14,72.141,30
3,31,-1,169.85,276.54,31
3,32,-1,425.89,60.226,32
3,33,-1,272.01,128.78,33
3,34,-1,241.26,125.9,34
3,35,-1,190.85,181.26,35
3,36,-1,401.06,140.46,36
3,37,-1,392.96,390.02,37
3,38,-1,362.61,85.674,38
3,39,-1,491.25,274.08,39
3,40,-1,153.07,98.671,40
3,41,-1,396.42,106.44,41
3,42,-1,369.47,299.84,42
3,43,-1,455.25,58.975,43
3,44,-1,347.2,316.73,44
3,45,-1,468.63,292.31,45
3,46,-1,126.32,130.7,46
3,47,-1,212.54,88.69,47
3,48,-1,370.03,398.41,48
3,49,-1,214.99,141.46,49
3,50,-1,422.84,327.06,50
3,51,-1,427.38,151.49,51
3,52,-1,61.004,124.27,52
3,53,-1,194.18,222.45,53
3,54,-1,264.96,251.91,54
3,55,-1,266.79,277.82,55
3,56,-1,256.83,182.25,56
3,57,-1,261.2,215.78,57
3,58,-1,86.356,106.33,58
3,59,-1,354.26,58.772,59
3,60,-1,185.77,251.56,60
3,61,-1,241.31,155.98,61
3,62,-1,101.98,81.158,62
3,63,-1,101.86,133.52,63
3,64,-1,103.64,163.11,64
3,65,-1,358.32,374.71,65
3,66,-1,463.14,259.47,66
3,67,-1,213.8,265.7,67
3,68,-1,350.49,345.15,68
3,69,-1,382.47,361.25,69
3,70,-1,106.64,189.92,70
3,71,-1,449.62,100.96,71
3,72,-1,258.68,144.93,72
3,73,-1,242.15,200.73,73
3,74,-1,214.87,241.35,74
3,75,-1,192.62,284.69,75
3,76,-1,223.14,178.28,76
3,77,-1,227.1,215.69,77
3,78,-1,197.72,163.46,78
3,79,-1,76.4,187.27,79
3,80,-1,175.07,116.89,80
3,81,-1,166.51,166.26,82
3,82,-1,131.87,155.19,83
3,83,-1,159.99,136.46,84
3,84,-1,404.93,346.04,85
3,85,-1,381.62,92.063,86
3,86,-1,188.07,135.77,87
3,87,-1,206.14,198.03,88
3,88,-1,396.58,314.84,89
3,89,-1,79.159,157.85,90
3,90,-1,384.95,125.52,91
3,91,-1,465.68,81.671,92
3,92,-1,119.57,106.9,93
3,93,-1,177.43,198.35,94
3,94,-1,461.72,311.93,96
3,95,-1,424.97,120.36,98
3,96,-1,141.04,190.38,99
3,97,-1,156.86,228.84,100
3,98,-1,188.49,65.045,102
3,99,-1,370.94,182.9,103
3,100,-1,371.1,61.288,104
3,101,-1,226.65,253.48,105
3,102,-1,138.7,119.7,106
3,103,-1,339.61,94,107
4,1,-1,188.37,91.175,1
4,2,-1,368.47,145.41,2
4,3,-1,71.223,134.85,3
4,4,-1,349.86,162.24,4
4,5,-1,382.01,44.477,5
4,6,-1,421.07,89.923,6
4,7,-1,393.53,72.896,7
4,8,-1,421.51,295.47,8
4,9,-1,446.64,285.99,9
4,10,-1,380.73,171.02,10
4,11,-1,450.79,132.75,11
4,12,-1,238.28,100.25,12
4,13,-1,208.42,112.51,13
4,14,-1,362.2,266.26,14
4,15,-1,244.46,242.11,15
4,16,-1,443.52,77.507,16
4,17,-1,345.93,186.88,17
4,18,-1,495.39,308.37,18
4,19,-1,329.49,332.64,19
4,20,-1,373.37,330.96,20
4,21,-1,494.08,335.4,21
4,22,-1,338.48,288.8,22
4,23,-1,428.25,262.14,23
4,24,-1,325.63,266.69,24
4,25,-1,340.27,136.76,25
4,26,-1,393.44,275.84,26
4,27,-1,409.28,169.66,27
4,28,-1,238.48,73.219,28
4,29,-1,362.04,115.82,29
4,30,-1,167.66,71.87,30
4,31,-1,165.88,274.69,31
4,32,-1,423.2,60.33,32
4,33,-1,278.42,118.77,33
4,34,-1,253.12,125.35,34
4,35,-1,195.75,180.96,35
4,36,-1,399.42,144.71,36
4,37,-1,390.84,392.86,37
4,38,-1,353.23,87.809,38
4,39,-1,494.04,270.79,39
4,40,-1,152.9,98.949,40
4,41,-1,394.74,106.96,41
4,42,-1,365.15,299.42,42
4,43,-1,453.22,54.075,43
4,44,-1,342.33,317.89,44
4,45,-1,472.32,292.07,45
4,46,-1,127.39,127.97,46
4,47,-1,215.01,82.879,47
4,48,-1,367.18,401.14,48
4,49,-1,222.64,137.06,49
4,50,-1,424.55,326.13,50
4,51,-1,429.15,154.69,51
4,52,-1,55.776,121.37,52
4,53,-1,194.92,223.77,53
4,54,-1,267.98,252.83,54
4,55,-1,273.12,280.5,55
4,56,-1,268.89,179.88,56
4,57,-1,261.99,216.68,57
4,58,-1,81.554,105.95,58
4,59,-1,354.74,58.597,59
4,60,-1,187.22,254.04,60
4,61,-1,246.65,155.93,61
4,62,-1,96.844,77.935,62
4,63,-1,99.725,133.95,63
4,64,-1,101.9,163.95,64
4,65,-1,356.25,376.28,65
4,66,-1,462.41,258.81,66
4,67,-1,214.98,268.14,67
4,68,-1,348.15,345.99,68
4,69,-1,381.46,362.27,69
4,70,-1,105.8,195.26,70
4,71,-1,449.84,103.3,71
4,72,-1,268.93,149.65,72
4,73,-1,246.36,192.93,73
4,74,-1,216.98,241.24,74
4,75,-1,191,287.01,75
4,76,-1,226.58,178.08,76
4,77,-1,233.18,216.51,77
4,78,-1,201.85,159.62,78
4,79,-1,73.503,188.42,79
4,80,-1,179.04,114.82,80
4,81,-1,168.12,165.38,82
4,82,-1,132.47,154.1,83
4,83,-1,159.69,133.16,84
4,84,-1,406.26,347.24,85
4,85,-1,378.35,90.727,86
4,86,-1,193.38,135.67,87
4,87,-1,210.31,201.2,88
4,88,-1,394.59,314.72,89
4,89,-1,75.798,157.22,90
4,90,-1,383.47,125.06,91
4,91,-1,470.67,86.037,92
4,92,-1,116.13,104.03,93
4,93,-1,178.62,198.82,94
4,94,-1,466.02,313.96,96
4,95,-1,423.11,121.82,98
4,96,-1,140.4,189.68,99
4,97,-1,157.45,230.25,100
4,98,-1,189.32,66.464,102
4,99,-1,231.07,255.29,105
4,100,-1,399.59,299.82,108
4,101,-1,271.19,135.65,109
5,1,-1,189.78,91.069,1
5,2,-1,369.57,145.77,2
5,3,-1,71.902,135.2,3
5,4,-1,351,162.85,4
5,5,-1,382.61,44.359,5
5,6,-1,421.83,90.507,6
5,7,-1,393.82,73.27,7
5,8,-1,421.91,295.19,8
5,9,-1,447.68,285.53,9
5,10,-1,382.3,171.23,10
5,11,-1,452.08,133.02,11
5,12,-1,238.77,99.612,12
5,13,-1,209.65,111.61,13
5,14,-1,363.24,265.51,14
5,15,-1,246.04,241.43,15
5,16,-1,444.69,78.127,16
5,17,-1,346.69,187.03,17
5,18,-1,495.84,307.78,18
5,19,-1,330.23,331.51,19
5,20,-1,375.01,330.45,20
5,21,-1,494.9,335.51,21
5,22,-1,339.17,288.22,22
5,23,-1,428.37,261.1,23
5,24,-1,325.06,266.84,24
5,25,-1,341.27,136.98,25
5,26,-1,394.08,275.19,26
5,27,-1,411.46,167.3,27
5,28,-1,239.65,71.919,28
5,29,-1,362.98,114.83,29
5,30,-1,168.74,71.667,30
5,31,-1,166.12,272.56,31
5,32,-1,424.04,60.277,32
5,33,-1,279.47,118.35,33
5,34,-1,254.34,125.33,34
5,35,-1,196.41,180.53,35
5,36,-1,400.58,144.54,36
5,37,-1,391.82,392.6,37
5,38,-1,353.19,87.697,38
5,39,-1,494.9,270.04,39
5,40,-1,154.14,99.078,40
5,41,-1,395.44,107.33,41
5,42,-1,366.51,298.41,42
5,43,-1,453.9,53.713,43
5,44,-1,343.17,317.33,44
5,45,-1,473.38,290.53,45
5,46,-1,128.34,127.53,46
5,47,-1,216.53,81.762,47
5,48,-1,368.16,401.61,48
5,49,-1,223.75,137.45,49
5,50,-1,425.18,325.43,50
5,51,-1,430.28,154.26,51
5,52,-1,56.569,120.58,52
5,53,-1,196.14,223.16,53
5,54,-1,269.19,252.2,54
5,55,-1,274.51,280.31,55
5,56,-1,269.91,179.02,56
5,57,-1,263.13,216.39,57
5,58,-1,82.525,106.05,58
5,59,-1,356,58.727,59
5,60,-1,188.32,252.88,60
5,61,-1,247.59,156.21,61
5,62,-1,97.51,77.556,62
5,63,-1,101.54,134.48,63
5,64,-1,103.34,166.95,64
5,65,-1,358.36,376.24,65
5,66,-1,462.63,258.65,66
5,67,-1,215.24,268.15,67
5,68,-1,348.75,345.86,68
5,69,-1,382.65,362.01,69
5,70,-1,106.28,195.23,70
5,71,-1,450.64,103.38,71
5,72,-1,269.99,148.93,72
5,73,-1,248.08,193.74,73
5,74,-1,217.53,240.59,74
5,75,-1,191.06,286.88,75
5,76,-1,226.75,177.54,76
5,77,-1,234.39,217,77
5,78,-1,201.75,159.12,78
5,79,-1,75.001,188.17,79
5,80,-1,179.93,115.29,80
5,81,-1,168.25,164.88,82
5,82,-1,132.8,154.34,83
5,83,-1,160.41,133.61,84
5,84,-1,406.86,346.54,85
5,85,-1,378.32,92.142,86
5,86,-1,192.77,134.43,87
5,87,-1,211.26,200.5,88
5,88,-1,396.34,313.34,89
5,89,-1,77.751,157.1,90
5,90,-1,385.74,127.73,91
5,91,-1,471.54,86.912,92
5,92,-1,116.77,103.43,93
5,93,-1,180.26,198.51,94
5,94,-1,467.28,311.49,96
5,95,-1,423.97,121.82,98
5,96,-1,140.43,189.82,99
5,97,-1,157.94,230.41,100
5,98,-1,191.3,66.44,102
5,99,-1,230.89,255.15,105
5,100,-1,369.12,187.52,110
6,1,-1,188.57,91.095,1
6,2,-1,367.9,146.29,2
6,3,-1,69.933,134.88,3
6,4,-1,348.78,165.07,4
6,5,-1,382.11,44.764,5
6,6,-1,420.59,91.446,6
6,7,-1,392.84,73.039,7
6,8,-1,420.31,295.02,8
6,9,-1,446.25,286.39,9
6,10,-1,381.08,172.21,10
6,11,-1,451.31,134.14,11
6,12,-1,237.3,100.17,12
6,13,-1,207.14,113.96,13
6,14,-1,362.13,266.08,14
6,15,-1,244.1,243.45,15
6,16,-1,443.48,78.498,16
6,17,-1,344.84,189.31,17
6,18,-1,494.3,308.49,18
6,19,-1,327.96,333.54,19
6,20,-1,371.78,331.11,20
6,21,-1,493.66,336.1,21
6,22,-1,337.6,288.97,22
6,23,-1,426.1,261.64,23
6,24,-1,322.83,266.94,24
6,25,-1,340.4,137.06,25
6,26,-1,393.82,275.35,26
6,27,-1,410.02,168.37,27
6,28,-1,243.43,73.131,28
6,29,-1,361.31,115.71,29
6,30,-1,167.75,71.587,30
6,31,-1,163.06,273.75,31
6,32,-1,422.39,61.041,32
6,33,-1,277.99,118.79,33
6,34,-1,253.03,126.2,34
6,35,-1,194.6,180.61,35
6,36,-1,399.06,144.57,36
6,37,-1,390.04,393.27,37
6,38,-1,349.6,88.419,38
6,39,-1,493.03,270.56,39
6,40,-1,153.74,99.146,40
6,41,-1,393.95,107.95,41
6,42,-1,366.16,297.78,42
6,43,-1,451.88,54.044,43
6,44,-1,342.12,317.52,44
6,45,-1,471.6,292.32,45
6,46,-1,125.41,128.97,46
6,47,-1,215.75,81.319,47
6,48,-1,366.61,402.3,48
6,49,-1,222.13,137.58,49
6,50,-1,423.97,325.92,50
6,51,-1,429.04,154.68,51
6,52,-1,54.362,120.5,52
6,53,-1,194.91,224.16,53
6,54,-1,267.81,252.95,54
6,55,-1,274.1,280.96,55
6,56,-1,268.3,179.96,56
6,57,-1,262,217.87,57
6,58,-1,80.895,106.54,58
6,59,-1,354.1,59.076,59
6,60,-1,186.81,255.33,60
6,61,-1,246.1,156.01,61
6,62,-1,96.059,77.961,62
6,63,-1,98.616,136.01,63
6,64,-1,100.96,167.45,64
6,65,-1,355.73,376.56,65
6,66,-1,461.1,259.28,66
6,67,-1,214.6,268.47,67
6,68,-1,347.63,346.08,68
6,69,-1,380.7,362.77,69
6,70,-1,105.93,195.93,70
6,71,-1,449.02,104.51,71
6,72,-1,269.05,150.48,72
6,73,-1,246.18,194.25,73
6,74,-1,214.74,241.72,74
6,75,-1,190.51,288.24,75
6,76,-1,226.22,178.09,76
6,77,-1,232.32,217.63,77
6,78,-1,199.77,158.71,78
6,79,-1,73.479,189.02,79
6,80,-1,178.34,116.82,80
6,81,-1,166.84,165.9,82
6,82,-1,131.41,155.89,83
6,83,-1,157.41,135.28,84
6,84,-1,405.21,346.92,85
6,85,-1,376.66,91.472,86
6,86,-1,191.29,135.65,87
6,87,-1,210.24,202.22,88
6,88,-1,393.94,315.32,89
6,89,-1,75.042,157.81,90
6,90,-1,383.86,128.4,91
6,91,-1,471.54,88.455,92
6,92,-1,115.67,103.94,93
6,93,-1,178.21,199.35,94
6,94,-1,465.25,314.65,96
6,95,-1,422.51,122.67,98
6,96,-1,137.48,190.22,99
6,97,-1,155.43,229.84,100
6,98,-1,190.22,65.966,102
6,99,-1,230.17,255.79,105
6,100,-1,366.91,187.84,110
7,1,-1,191.87,87.576,1
7,2,-1,367.18,146.41,2
7,3,-1,70.325,133.57,3
7,4,-1,346.46,165.06,4
7,5,-1,382.89,44.699,5
7,6,-1,421.45,89.822,6
7,7,-1,394.57,72.837,7
7,8,-1,421.91,294.41,8
7,9,-1,447.34,285.27,9
7,10,-1,382.65,170.57,10
7,11,-1,454.42,133.65,11
7,12,-1,239.24,99.651,12
7,13,-1,209.04,110.31,13
7,14,-1,362.75,265.03,14
7,15,-1,245.41,242.9,15
7,16,-1,445.56,78.099,16
7,17,-1,346.18,190.06,17
7,18,-1,495.76,307.84,18
7,19,-1,327.79,332.81,19
7,20,-1,373.66,330.44,20
7,21,-1,494.74,335.69,21
7,22,-1,338.29,288.06,22
7,23,-1,428.26,260.62,23
7,24,-1,323.37,266.49,24
7,25,-1,341.47,136.5,25
7,26,-1,394.77,275.22,26
7,27,-1,410.17,168.75,27
7,28,-1,244.57,71.39,28
7,29,-1,361.82,115,29
7,30,-1,169.38,69.48,30
7,31,-1,163.53,273.06,31
7,32,-1,423.57,60.485,32
7,33,-1,279.7,117.74,33
7,34,-1,254.12,125.02,34
7,35,-1,195.61,179.87,35
7,36,-1,400.34,144.64,36
7,37,-1,391.51,392.56,37
7,38,-1,348.91,87.985,38
7,39,-1,494.34,270.13,39
7,40,-1,155.03,97.095,40
7,41,-1,395.11,107.41,41
7,42,-1,366.17,298.26,42
7,43,-1,453.18,53.053,43
7,44,-1,342.96,316.93,44
7,45,-1,472.52,291.6,45
7,46,-1,126.96,126.86,46
7,47,-1,219.56,80.374,47
7,48,-1,367.78,401.63,48
7,49,-1,222.09,136.21,49
7,50,-1,425.91,326.11,50
7,51,-1,429.83,153.94,51
7,52,-1,55.207,118.46,52
7,53,-1,196.02,223.94,53
7,54,-1,269.99,252.32,54
7,55,-1,275.09,279.93,55
7,56,-1,270.27,178.85,56
7,57,-1,263.01,216.76,57
7,58,-1,82.144,106.12,58
7,59,-1,355.69,58.905,59
7,60,-1,187.42,254.58,60
7,61,-1,247.16,155.49,61
7,62,-1,96.019,76.507,62
7,63,-1,99.223,136.49,63
7,64,-1,102.55,167.23,64
7,65,-1,356.43,375.64,65
7,66,-1,462.65,258.47,66
7,67,-1,215.34,268.34,67
7,68,-1,348.45,346.14,68
7,69,-1,382.44,361.66,69
7,70,-1,106.74,196.14,70
7,71,-1,450.6,103.97,71
7,72,-1,270.52,149.97,72
7,73,-1,247.35,193.04,73
7,74,-1,216.83,241.8,74
7,75,-1,190.79,286.47,75
7,76,-1,225.83,177.14,76
7,77,-1,234.15,216.8,77
7,78,-1,201.76,156.88,78
7,79,-1,74.651,188.42,79
7,80,-1,179.46,114.18,80
7,81,-1,168.17,164.86,82
7,82,-1,132.28,154.22,83
7,83,-1,160.19,133.9,84
7,84,-1,406.92,346.79,85
7,85,-1,376.85,90.814,86
7,86,-1,191.14,133.65,87
7,87,-1,211.23,201.48,88
7,88,-1,395.42,313.4,89
7,89,-1,76.626,157.16,90
7,90,-1,382.98,129.54,91
7,91,-1,474.25,88.774,92
7,92,-1,118.06,100.91,93
7,93,-1,180.12,197.62,94
7,94,-1,467.02,314.19,96
7,95,-1,424.47,122.31,98
7,96,-1,140.34,190.17,99
7,97,-1,156.76,229.03,100
7,98,-1,192,63.637,102
7,99,-1,231.28,256.3,105
7,100,-1,368.93,185.51,110
7,101,-1,218.77,222.4,111
7,102,-1,272.9,134.78,112
8,1,-1,193.75,84.176,1
8,2,-1,366.37,144.44,2
8,3,-1,69.68,132.34,3
8,4,-1,344.1,163.9,4
8,5,-1,383.47,43.977,5
8,6,-1,422.29,89.129,6
8,7,-1,394.42,72.641,7
8,8,-1,422.57,293.56,8
8,9,-1,448.3,284.58,9
8,10,-1,382.36,170.14,10
8,11,-1,454.03,136.63,11
8,12,-1,240.67,98.71,12
8,13,-1,209.56,108.98,13
8,14,-1,363.45,264.17,14
8,15,-1,245.27,242.81,15
8,16,-1,446.77,77.023,16
8,17,-1,346.23,189.51,17
8,18,-1,496.44,307.05,18
8,19,-1,326.31,333.11,19
8,20,-1,373.95,329.52,20
8,21,-1,494.83,334.87,21
8,22,-1,339,287.17,22
8,23,-1,428.45,260.21,23
8,24,-1,323.53,265.57,24
8,25,-1,340.64,135.67,25
8,26,-1,394.68,273.68,26
8,27,-1,410.95,168.69,27
8,28,-1,249.01,71.444,28
8,29,-1,362.02,114.45,29
8,30,-1,169.13,65.734,30
8,31,-1,158.02,266.46,31
8,32,-1,424.13,59.714,32
8,33,-1,280.44,116.29,33
8,34,-1,254.84,124.45,34
8,35,-1,196.73,178.8,35
8,36,-1,401.1,143.33,36
8,37,-1,392.38,391.43,37
8,38,-1,347.03,86.982,38
8,39,-1,495.2,269.49,39
8,40,-1,157.27,94.055,40
8,41,-1,395.82,106.57,41
8,42,-1,366.23,297.54,42
8,43,-1,453.78,51.82,43
8,44,-1,341.55,316.83,44
8,45,-1,473.64,290.57,45
8,46,-1,127.41,125.5,46
8,47,-1,222.47,79.368,47
8,48,-1,369.44,402.66,48
8,49,-1,222.82,135.6,49
8,50,-1,428.73,326.58,50
8,51,-1,430.24,153.72,51
8,52,-1,54.958,116.07,52
8,53,-1,196.07,224.3,53
8,54,-1,269.94,251.42,54
8,55,-1,276.33,280.52,55
8,56,-1,270.44,178.63,56
8,57,-1,263.82,217.07,57
8,58,-1,83.371,105.24,58
8,59,-1,356.46,58.527,59
8,60,-1,187.17,255.23,60
8,61,-1,247.69,154.73,61
8,62,-1,95.886,75.659,62
8,63,-1,100.19,134.86,63
8,64,-1,104.19,165.52,64
8,65,-1,356.98,375.16,65
8,66,-1,463.11,257.72,66
8,67,-1,214.25,269.92,67
8,68,-1,348.96,345.15,68
8,69,-1,382.14,361.08,69
8,70,-1,107.65,195.73,70
8,71,-1,451.87,104.06,71
8,72,-1,272.15,149.8,72
8,73,-1,247.56,193.2,73
8,74,-1,218.12,241.26,74
8,75,-1,181.61,286.2,75
8,76,-1,225.27,176.13,76
8,77,-1,234.37,217.69,77
8,78,-1,200.95,154.96,78
8,79,-1,76.221,187.88,79
8,80,-1,180.17,112.33,80
8,81,-1,167.79,165.92,82
8,82,-1,133.16,154.38,83
8,83,-1,160.64,132.86,84
8,84,-1,407.81,345.98,85
8,85,-1,376.03,90.095,86
8,86,-1,190.92,132.2,87
8,87,-1,211.52,199.83,88
8,88,-1,396.69,313.99,89
8,89,-1,76.938,156.38,90
8,90,-1,384.18,128.64,91
8,91,-1,476.81,89.654,92
8,92,-1,120.02,98.291,93
8,93,-1,180.17,197.43,94
8,94,-1,468.02,314.38,96
8,95,-1,424.89,122.05,98
8,96,-1,141.6,189.26,99
8,97,-1,158.41,229.56,100
8,98,-1,190.87,57.482,102
8,99,-1,230.36,257.8,105
8,100,-1,367.06,185.36,110
8,101,-1,273.34,134.6,112
8,102,-1,484.5,250.02,113
8,103,-1,143.41,113.02,114
9,1,-1,195.2,81.833,1
9,2,-1,363.04,147.36,2
9,3,-1,67.953,134.49,3
9,4,-1,334.79,166.11,4
9,5,-1,382.5,45.781,5
9,6,-1,421.62,91.041,6
9,7,-1,393.38,74.296,7
9,8,-1,421.48,295.96,8
9,9,-1,446.4,285.44,9
9,10,-1,381.64,171.34,10
